46, 79
190, 18
32, 122
90, 290
274, 273
89, 210
80, 214
291, 3
201, 185
150, 122
89, 139
80, 82
164, 180
225, 82
243, 150
168, 27
42, 30
68, 125
166, 250
161, 98
132, 41
240, 140
52, 250
189, 214
20, 204
146, 239
71, 286
261, 147
52, 60
149, 131
181, 32
170, 233
47, 117
227, 32
220, 73
226, 226
104, 107
19, 55
80, 66
160, 109
274, 21
53, 263
170, 57
52, 275
14, 206
161, 90
166, 54
45, 275
238, 229
195, 159
214, 79
45, 66
20, 152
74, 196
25, 78
87, 164
187, 134
245, 226
47, 275
244, 205
260, 208
108, 168
106, 20
125, 86
295, 168
15, 145
32, 133
226, 156
132, 131
75, 181
37, 229
105, 203
221, 46
117, 162
275, 239
8, 21
283, 175
135, 282
94, 295
231, 135
196, 234
141, 29
236, 255
81, 246
39, 88
76, 180
284, 27
203, 158
152, 262
28, 285
276, 145
234, 294
73, 47
208, 41
281, 291
272, 213
188, 7
88, 82
177, 243
161, 26
7, 298
175, 215
32, 167
278, 28
298, 106
114, 33
257, 149
218, 32
137, 125
287, 197
56, 198
209, 124
132, 212
240, 32
205, 86
268, 73
44, 3
91, 243
149, 122
49, 278
280, 106
59, 223
237, 140
79, 88
41, 243
248, 56
89, 170
194, 126
46, 60
210, 33
92, 241
185, 134
123, 218
91, 154
48, 266
171, 36
44, 188
251, 191
267, 246
257, 204
199, 282
215, 33
40, 73
66, 140
11, 267
117, 259
234, 27
236, 86
161, 161
0, 262
197, 114
15, 183
84, 6
94, 154
42, 130
9, 204
192, 26
207, 126
135, 134
63, 147
256, 222
170, 21
69, 243
128, 240
255, 212
135, 120
276, 187
56, 234
30, 100
193, 24
77, 249
115, 212
223, 166
200, 48
184, 153
216, 46
66, 123
11, 36
208, 85
258, 284
58, 189
229, 68
287, 297
232, 176
273, 158
183, 299
123, 24
234, 172
152, 143
250, 49
105, 33
2, 56
225, 165
186, 98
127, 218
196, 139
65, 114
102, 52
46, 288
128, 188
258, 296
74, 92
205, 103
282, 138
205, 110
56, 225
32, 29
297, 290
251, 228
57, 276
268, 194
163, 104
240, 279
192, 158
146, 167
90, 190
250, 38
16, 281
250, 273
287, 280
179, 201
63, 246
46, 274
290, 158
202, 204
163, 266
205, 285
262, 74
213, 249
109, 247
241, 225
134, 180
153, 92
44, 67
57, 220
23, 166
93, 126
218, 204
87, 292
145, 98
104, 116
125, 117
149, 255
5, 104
137, 3
157, 270
206, 135
79, 147
284, 199
110, 91
58, 234
155, 62
27, 173
0, 292
98, 195
68, 257
113, 5
22, 130
74, 51
29, 274
238, 19
280, 109
245, 108
279, 164
1, 6
138, 155
97, 278
2, 296
184, 30
164, 238
189, 76
236, 30
25, 246
288, 232
64, 67
243, 206
299, 67
176, 92
141, 286
288, 226
258, 206
221, 201
52, 300
2, 51
146, 14
97, 213
48, 5
235, 206
208, 266
119, 82
156, 150
185, 52
147, 70
257, 223
295, 279
77, 259
145, 37
16, 73
118, 297
267, 16
78, 286
93, 112
142, 97
143, 223
21, 39
151, 102
146, 29
195, 99
170, 60
269, 300
285, 184
259, 32
207, 294
133, 31
1, 43
102, 146
194, 211
65, 119
192, 112
17, 58
123, 280
72, 20
228, 213
30, 23
182, 126
152, 233
80, 62
45, 69
287, 295
218, 168
44, 171
284, 149
42, 105
264, 28
51, 290
99, 221
288, 65
117, 160
89, 205
109, 192
212, 281
136, 38
136, 46
16, 50
124, 54
127, 179
122, 216
286, 216
140, 271
141, 298
183, 244
38, 108
87, 138
60, 183
162, 236
87, 271
186, 263
269, 14
295, 246
182, 9
2, 57
76, 35
183, 181
227, 234
41, 275
83, 199
216, 261
73, 109
57, 187
205, 102
109, 149
240, 64
261, 64
180, 36
180, 213
125, 143
40, 170
215, 170
197, 240
232, 12
184, 146
158, 128
273, 104
71, 206
114, 271
54, 27
120, 228
126, 273
160, 162
292, 223
245, 145
278, 283
165, 207
281, 205
176, 46
163, 298
71, 15
159, 124
206, 263
59, 76
284, 262
166, 234
89, 178
299, 11
85, 123
139, 208
217, 299
205, 158
181, 230
80, 224
239, 112
162, 269
218, 80
8, 250
11, 71
180, 48
103, 284
65, 87
295, 98
120, 13
203, 284
108, 151
219, 27
136, 169
125, 248
192, 122
49, 268
72, 291
254, 32
238, 252
193, 254
182, 270
113, 176
248, 221
189, 269
203, 2
295, 72
95, 13
9, 121
42, 55
25, 128
11, 51
23, 99
229, 296
151, 222
42, 266
115, 39
294, 295
282, 277
185, 246
289, 253
136, 297
65, 299
261, 180
12, 208
17, 88
211, 213
96, 16
131, 124
278, 137
117, 94
106, 168
207, 270
88, 280
84, 65
266, 23
60, 124
87, 248
129, 275
129, 173
39, 182
9, 99
19, 80
35, 189
195, 193
72, 4
232, 64
96, 98
224, 269
265, 245
194, 71
107, 39
91, 118
158, 104
185, 61
197, 9
76, 59
169, 261
153, 169
113, 159
53, 68
253, 269
96, 15
269, 91
197, 206
289, 112
48, 3
195, 48
267, 246
298, 51
182, 19
242, 26
141, 184
181, 102
248, 249
81, 196
156, 295
32, 111
41, 268
182, 61
64, 137
24, 25
21, 63
8, 144
44, 207
25, 195
257, 49
124, 177
74, 253
3, 168
101, 99
238, 103
141, 247
208, 264
178, 140
259, 17
126, 160
232, 266
14, 165
43, 52
93, 127
176, 102
253, 174
30, 173
258, 201
137, 81
146, 184
175, 163
132, 134
178, 54
170, 146
157, 30
167, 276
35, 233
60, 216
53, 104
129, 290
174, 6
37, 117
221, 293
99, 126
136, 54
247, 171
122, 124
85, 18
80, 147
66, 152
149, 235
298, 232
153, 289
97, 50
263, 24
226, 198
171, 93
115, 289
148, 163
90, 113
73, 239
103, 137
124, 179
292, 3
170, 282
294, 231
298, 151
160, 180
204, 244
138, 66
298, 220
74, 5
260, 5
171, 211
135, 15
195, 232
99, 262
238, 183
262, 220
299, 111
26, 132
40, 297
295, 23
55, 34
148, 6
15, 26
13, 175
41, 31
176, 55
161, 60
0, 210
257, 138
144, 110
111, 273
225, 114
241, 165
259, 105
237, 156
117, 211
33, 248
88, 275
223, 163
171, 265
216, 74
128, 174
140, 154
179, 132
87, 31
150, 61
156, 119
1, 18
109, 235
156, 271
143, 148
224, 60
222, 139
208, 282
193, 42
133, 160
292, 281
56, 138
165, 39
185, 156
47, 18
40, 16
280, 284
283, 102
117, 113
49, 98
180, 222
60, 87
31, 185
269, 122
145, 209
289, 131
75, 33
239, 155
220, 35
57, 291
269, 59
256, 204
263, 164
199, 20
43, 20
286, 280
132, 276
258, 83
61, 79
151, 101
153, 138
52, 232
225, 188
77, 177
27, 34
33, 17
177, 290
250, 62
191, 34
88, 205
85, 123
236, 271
297, 18
255, 74
62, 292
163, 149
92, 47
158, 230
189, 110
63, 296
277, 26
120, 202
106, 24
209, 197
173, 40
120, 242
52, 76
222, 193
237, 233
264, 83
14, 91
282, 99
189, 212
296, 199
174, 67
41, 270
31, 237
209, 131
255, 246
53, 243
210, 106
269, 292
272, 43
176, 248
115, 251
186, 241
147, 107
100, 166
5, 94
215, 78
30, 160
251, 31
232, 130
292, 84
86, 21
278, 176
130, 180
240, 286
129, 169
41, 254
18, 9
36, 248
21, 130
215, 228
300, 220
241, 254
133, 99
90, 207
158, 75
34, 76
235, 271
176, 240
115, 204
258, 65
15, 25
158, 293
203, 141
179, 114
122, 115
51, 44
16, 116
53, 123
58, 241
118, 0
142, 268
159, 194
82, 48
152, 36
123, 177
94, 243
237, 193
216, 9
176, 279
300, 222
295, 37
126, 104
