Timestamp,Extruder_Temp_C,Melt_Pressure_Bar,Metering_Pump_RPM,Godet1_Torque_Nm,Godet2_Torque_Nm,Spinning_Speed_mpm,Fiber_Tension_cN,Tear_Detected
2026-04-26 08:01:21,269.76,179.48,18.14,9.31,16.33,3196.4,3.06,0
2026-04-26 08:01:22,269.79,180.08,18.2,9.31,17.5,3197.6,3.21,0
2026-04-26 08:01:23,269.78,181.12,18.0,10.22,18.28,3201.2,3.1,0
2026-04-26 08:01:24,269.76,180.48,18.12,10.33,18.6,3204.3,3.29,0
2026-04-26 08:01:25,269.75,179.02,17.89,9.87,18.16,3205.4,3.36,0
2026-04-26 08:01:26,269.77,182.37,18.11,9.83,18.29,3195.8,3.11,0
2026-04-26 08:01:27,269.78,180.15,18.1,10.59,17.66,3195.8,3.18,0
2026-04-26 08:01:28,269.76,181.16,18.09,9.78,18.41,3206.6,3.27,0
2026-04-26 08:01:29,269.78,179.74,18.0,9.15,18.4,3203.2,3.05,0
2026-04-26 08:01:30,269.78,180.42,17.7,10.24,18.77,3200.4,3.32,0
2026-04-26 08:01:31,269.8,180.74,17.94,10.04,17.6,3202.4,3.35,0
2026-04-26 08:01:32,269.79,181.11,17.94,9.64,17.6,3199.9,3.46,0
2026-04-26 08:01:33,269.78,180.95,17.9,10.43,17.62,3202.6,3.04,0
2026-04-26 08:01:34,269.77,180.76,18.01,10.35,17.63,3198.3,3.25,0
2026-04-26 08:01:35,269.73,179.55,17.96,8.95,19.22,3201.3,3.04,0
2026-04-26 08:01:36,269.74,179.3,17.92,9.37,18.01,3192.4,3.24,0
2026-04-26 08:01:37,269.75,180.21,17.89,11.02,16.89,3196.6,3.19,0
2026-04-26 08:01:38,269.75,180.81,17.93,10.16,17.32,3196.6,3.05,0
2026-04-26 08:01:39,269.74,179.65,18.11,10.26,18.19,3198.1,3.25,0
2026-04-26 08:01:40,269.7,180.92,17.93,10.4,17.0,3195.4,3.07,0
2026-04-26 08:01:41,269.69,181.3,17.95,9.9,17.26,3197.3,3.19,0
2026-04-26 08:01:42,269.69,178.93,17.95,10.1,18.62,3192.4,3.08,0
2026-04-26 08:01:43,269.67,179.0,18.03,10.47,17.67,3202.7,3.45,0
2026-04-26 08:01:44,269.66,179.69,18.05,10.25,18.74,3199.6,3.39,0
2026-04-26 08:01:45,269.67,180.14,17.7,9.5,18.49,3191.5,2.99,0
2026-04-26 08:01:46,269.72,179.33,18.1,9.92,17.16,3195.8,3.24,0
2026-04-26 08:01:47,269.72,181.21,18.14,9.77,17.39,3201.7,3.28,0
2026-04-26 08:01:48,269.73,180.29,17.89,9.9,17.62,3197.3,3.02,0
2026-04-26 08:01:49,269.73,179.9,17.9,9.28,16.92,3196.5,3.07,0
2026-04-26 08:01:50,269.68,178.4,17.95,9.59,18.07,3199.6,3.44,0
2026-04-26 08:01:51,269.68,178.52,17.92,9.93,17.94,3201.7,3.29,0
2026-04-26 08:01:52,269.68,180.12,18.02,9.24,17.86,3192.8,3.17,0
2026-04-26 08:01:53,269.74,177.74,17.81,9.86,19.28,3202.8,3.25,0
2026-04-26 08:01:54,269.74,180.88,17.89,9.76,18.41,3196.0,3.08,0
2026-04-26 08:01:55,269.75,179.71,18.15,10.2,18.39,3199.9,3.21,0
2026-04-26 08:01:56,269.74,183.12,17.91,10.47,16.42,3199.8,3.18,0
2026-04-26 08:01:57,269.72,182.17,18.12,9.66,18.2,3197.4,3.01,0
2026-04-26 08:01:58,269.74,179.69,18.04,10.46,19.07,3194.9,3.01,0
2026-04-26 08:01:59,269.76,179.77,17.82,10.41,15.51,3198.6,3.25,0
2026-04-26 08:02:00,269.78,180.89,18.06,10.58,19.04,3208.1,3.34,0
2026-04-26 08:02:01,269.76,181.58,17.99,9.8,17.46,3193.2,3.08,0
2026-04-26 08:02:02,269.79,178.26,17.95,10.5,17.83,3208.5,3.4,0
2026-04-26 08:02:03,269.76,178.09,18.02,10.54,18.56,3198.7,3.22,0
2026-04-26 08:02:04,269.77,179.27,18.05,10.62,19.38,3200.2,3.33,0
2026-04-26 08:02:05,269.83,180.5,18.07,10.45,18.29,3194.6,2.99,0
2026-04-26 08:02:06,269.8,180.4,18.12,9.87,17.47,3196.1,3.19,0
2026-04-26 08:02:07,269.79,180.96,18.04,10.18,17.09,3197.5,3.24,0
2026-04-26 08:02:08,269.79,178.7,17.86,10.46,17.8,3194.8,3.2,0
2026-04-26 08:02:09,269.78,177.57,17.95,9.65,18.64,3199.0,3.05,0
2026-04-26 08:02:10,269.74,180.73,18.29,9.76,17.57,3198.0,3.2,0
2026-04-26 08:02:11,269.74,179.04,18.07,10.38,18.32,3209.3,3.57,0
2026-04-26 08:02:12,269.72,177.84,18.24,10.22,19.91,3194.2,3.09,0
2026-04-26 08:02:13,269.73,180.01,18.14,10.48,18.89,3200.5,3.27,0
2026-04-26 08:02:14,269.71,180.65,18.02,9.93,18.99,3201.2,3.32,0
2026-04-26 08:02:15,269.74,179.75,18.03,9.03,16.51,3194.6,3.0,0
2026-04-26 08:02:16,269.72,179.4,18.0,10.26,17.64,3203.4,3.47,0
2026-04-26 08:02:17,269.72,179.7,17.83,9.46,17.94,3198.0,3.22,0
2026-04-26 08:02:18,269.74,179.5,18.0,8.76,16.45,3187.5,3.02,0
2026-04-26 08:02:19,269.71,178.5,18.12,9.5,19.48,3203.3,3.11,0
2026-04-26 08:02:20,269.71,179.14,17.94,9.94,18.79,3194.4,3.18,0
2026-04-26 08:02:21,269.74,180.39,18.04,10.47,17.26,3194.8,3.16,0
2026-04-26 08:02:22,269.7,180.17,18.09,10.16,19.63,3203.4,3.45,0
2026-04-26 08:02:23,269.71,180.02,17.91,10.04,17.89,3198.3,3.15,0
2026-04-26 08:02:24,269.72,178.86,17.95,10.78,20.35,3204.6,3.21,0
2026-04-26 08:02:25,269.73,179.69,17.9,9.47,18.48,3206.1,3.27,0
2026-04-26 08:02:26,269.7,177.67,17.92,10.13,18.27,3196.8,3.1,0
2026-04-26 08:02:27,269.67,180.01,17.87,10.15,19.36,3204.0,3.18,0
2026-04-26 08:02:28,269.68,181.27,17.91,10.13,18.8,3196.2,3.27,0
2026-04-26 08:02:29,269.69,178.37,18.14,10.2,19.08,3211.2,3.57,0
2026-04-26 08:02:30,269.7,179.26,17.91,9.45,17.68,3196.5,3.13,0
2026-04-26 08:02:31,269.71,180.18,18.01,10.28,18.72,3205.1,3.28,0
2026-04-26 08:02:32,269.69,181.1,17.95,10.99,17.6,3204.2,3.12,0
2026-04-26 08:02:33,269.7,179.4,18.12,10.49,18.22,3201.6,3.32,0
2026-04-26 08:02:34,269.7,179.16,18.13,9.61,16.91,3196.6,3.31,0
2026-04-26 08:02:35,269.68,177.87,18.09,9.3,16.53,3199.2,3.14,0
2026-04-26 08:02:36,269.73,179.97,18.03,8.73,17.39,3189.2,2.99,0
2026-04-26 08:02:37,269.74,181.91,17.98,10.7,19.08,3201.1,3.28,0
2026-04-26 08:02:38,269.71,180.13,17.88,9.59,18.85,3201.7,3.42,0
2026-04-26 08:02:39,269.73,179.84,18.19,9.86,17.97,3200.7,3.25,0
2026-04-26 08:02:40,269.71,180.17,17.92,10.07,18.51,3185.1,2.94,0
2026-04-26 08:02:41,269.72,179.85,18.07,8.94,17.17,3193.7,3.11,0
2026-04-26 08:02:42,269.75,179.06,18.11,10.6,16.24,3196.3,2.99,0
2026-04-26 08:02:43,269.73,180.69,17.94,9.93,16.34,3201.5,3.1,0
2026-04-26 08:02:44,269.76,180.1,18.1,9.48,17.14,3201.4,3.16,0
2026-04-26 08:02:45,269.77,179.9,18.08,9.84,18.6,3199.1,3.3,0
2026-04-26 08:02:46,269.79,178.92,18.17,9.77,17.68,3203.2,3.24,0
2026-04-26 08:02:47,269.84,181.22,17.95,10.02,18.06,3194.9,3.05,0
2026-04-26 08:02:48,269.83,180.58,17.87,9.8,19.5,3203.1,3.21,0
2026-04-26 08:02:49,269.81,179.35,17.95,9.14,17.26,3202.4,3.24,0
2026-04-26 08:02:50,269.79,180.9,18.02,9.97,18.5,3201.9,3.42,0
2026-04-26 08:02:51,269.77,179.39,18.01,9.29,18.38,3199.1,3.18,0
2026-04-26 08:02:52,269.77,179.1,17.96,10.47,17.86,3209.2,3.32,0
2026-04-26 08:02:53,269.77,179.13,17.81,9.51,19.23,3202.5,3.26,0
2026-04-26 08:02:54,269.78,178.12,18.05,9.56,17.48,3195.2,3.29,0
2026-04-26 08:02:55,269.8,180.37,18.2,10.14,17.77,3201.2,3.18,0
2026-04-26 08:02:56,269.8,178.07,18.05,10.04,19.92,3203.8,3.17,0
2026-04-26 08:02:57,269.84,178.69,18.06,10.01,18.24,3197.1,3.1,0
2026-04-26 08:02:58,269.83,177.84,18.06,10.56,19.07,3205.4,3.33,0
2026-04-26 08:02:59,269.9,179.86,18.04,9.5,19.2,3201.9,3.31,0
2026-04-26 08:03:00,269.92,179.81,18.09,9.5,16.78,3188.3,3.07,0
2026-04-26 08:03:01,269.89,179.62,18.04,8.4,19.09,3201.5,3.13,0
2026-04-26 08:03:02,269.87,178.89,17.97,10.04,17.48,3198.0,3.07,0
2026-04-26 08:03:03,269.88,178.77,17.92,9.96,17.73,3202.7,3.23,0
2026-04-26 08:03:04,269.87,180.4,17.98,9.7,18.07,3204.7,3.37,0
2026-04-26 08:03:05,269.89,179.4,18.03,10.2,17.56,3201.0,3.1,0
2026-04-26 08:03:06,269.9,180.27,17.97,10.92,19.16,3208.3,3.31,0
2026-04-26 08:03:07,269.9,179.07,18.03,9.73,18.16,3199.1,3.13,0
2026-04-26 08:03:08,269.88,180.12,18.04,9.65,17.79,3203.1,3.36,0
2026-04-26 08:03:09,269.84,181.22,18.08,10.24,18.78,3204.0,3.34,0
2026-04-26 08:03:10,269.83,180.5,18.13,9.31,17.75,3199.5,3.29,0
2026-04-26 08:03:11,269.85,179.51,18.01,9.83,17.97,3203.9,3.42,0
2026-04-26 08:03:12,269.86,180.19,17.87,10.49,17.86,3197.0,3.12,0
2026-04-26 08:03:13,269.83,179.67,17.97,9.95,18.24,3197.9,3.05,0
2026-04-26 08:03:14,269.83,179.92,18.0,8.8,17.92,3193.4,2.96,0
2026-04-26 08:03:15,269.84,179.6,17.82,9.15,17.78,3201.2,3.05,0
2026-04-26 08:03:16,269.82,179.75,18.14,10.15,18.78,3201.6,3.2,0
2026-04-26 08:03:17,269.82,180.12,18.01,10.67,18.18,3205.9,3.29,0
2026-04-26 08:03:18,269.82,178.92,18.04,9.35,17.71,3204.0,3.37,0
2026-04-26 08:03:19,269.8,178.88,18.14,10.17,16.74,3198.6,3.18,0
2026-04-26 08:03:20,269.81,178.51,17.94,10.43,18.43,3194.1,3.04,0
2026-04-26 08:03:21,269.82,178.31,18.06,11.03,18.14,3202.2,3.24,0
2026-04-26 08:03:22,269.85,178.71,17.99,10.39,18.5,3205.6,3.21,0
2026-04-26 08:03:23,269.87,180.1,17.98,10.4,19.06,3203.8,3.38,0
2026-04-26 08:03:24,269.84,179.03,17.92,9.15,17.94,3205.4,3.24,0
2026-04-26 08:03:25,269.81,180.42,18.17,11.01,16.84,3198.9,3.07,0
2026-04-26 08:03:26,269.83,179.95,17.96,9.62,17.92,3197.7,3.24,0
2026-04-26 08:03:27,269.84,177.95,18.07,9.39,18.03,3196.3,3.19,0
2026-04-26 08:03:28,269.85,180.58,17.81,9.86,17.77,3199.7,3.03,0
2026-04-26 08:03:29,269.95,180.79,18.12,10.74,19.16,3199.6,3.28,0
2026-04-26 08:03:30,269.96,178.99,18.11,11.15,16.07,3201.0,3.15,0
2026-04-26 08:03:31,269.99,180.42,18.01,10.04,18.86,3199.4,3.15,0
2026-04-26 08:03:32,270.02,179.15,17.98,10.47,18.59,3199.3,3.2,0
2026-04-26 08:03:33,270.03,180.11,18.04,9.87,18.13,3196.1,3.18,0
2026-04-26 08:03:34,270.02,178.75,18.23,9.67,15.61,3204.7,3.34,0
2026-04-26 08:03:35,270.04,178.23,17.82,10.75,19.05,3200.4,3.2,0
2026-04-26 08:03:36,270.02,179.63,18.08,9.65,17.13,3199.1,3.14,0
2026-04-26 08:03:37,270.02,179.89,17.91,10.62,17.37,3196.3,3.17,0
2026-04-26 08:03:38,270.01,179.61,18.0,10.38,17.46,3193.3,3.05,0
2026-04-26 08:03:39,270.01,178.82,17.98,10.57,18.72,3206.5,3.51,0
2026-04-26 08:03:40,270.07,179.63,17.96,11.03,18.68,3202.8,3.31,0
2026-04-26 08:03:41,270.02,180.28,18.0,10.79,18.23,3191.9,2.94,0
2026-04-26 08:03:42,270.04,179.97,17.89,10.07,18.88,3203.8,3.23,0
2026-04-26 08:03:43,270.0,180.18,18.1,9.78,18.48,3204.6,3.3,0
2026-04-26 08:03:44,269.98,179.32,17.82,9.09,18.37,3200.6,3.34,0
2026-04-26 08:03:45,270.01,181.18,18.05,11.44,17.61,3208.0,3.5,0
2026-04-26 08:03:46,270.01,178.83,17.97,9.82,17.46,3201.1,3.18,0
2026-04-26 08:03:47,269.99,180.48,17.88,10.28,18.29,3192.9,2.97,0
2026-04-26 08:03:48,269.97,181.17,18.02,9.7,18.78,3201.8,3.13,0
2026-04-26 08:03:49,269.99,180.47,17.84,10.82,18.65,3201.2,3.25,0
2026-04-26 08:03:50,269.97,179.78,18.0,9.53,17.41,3197.0,3.37,0
2026-04-26 08:03:51,269.97,179.46,17.86,9.52,18.9,3202.9,3.31,0
2026-04-26 08:03:52,269.97,181.02,18.05,9.56,16.57,3191.7,2.88,0
2026-04-26 08:03:53,269.96,178.56,17.91,9.93,19.16,3205.0,3.23,0
2026-04-26 08:03:54,270.01,179.04,17.95,10.12,17.53,3195.6,3.05,0
2026-04-26 08:03:55,270.03,179.62,18.03,9.78,19.05,3195.1,3.02,0
2026-04-26 08:03:56,269.98,181.23,17.92,10.29,16.75,3199.4,3.15,0
2026-04-26 08:03:57,269.98,180.37,17.99,9.94,19.54,3202.2,3.28,0
2026-04-26 08:03:58,269.96,179.01,17.85,9.7,17.76,3200.8,3.29,0
2026-04-26 08:03:59,269.99,179.68,18.06,9.56,17.47,3196.3,3.24,0
2026-04-26 08:04:00,269.97,179.37,18.18,10.92,18.0,3197.5,3.2,0
2026-04-26 08:04:01,269.96,179.27,18.28,9.89,17.1,3194.3,2.89,0
2026-04-26 08:04:02,269.98,180.97,18.01,8.96,17.87,3198.9,3.07,0
2026-04-26 08:04:03,270.0,178.63,18.08,9.95,17.73,3205.4,3.29,0
2026-04-26 08:04:04,269.97,181.59,17.82,10.05,17.44,3200.0,3.22,0
2026-04-26 08:04:05,269.96,180.81,18.15,11.09,18.65,3204.3,3.37,0
2026-04-26 08:04:06,269.95,181.06,18.08,10.81,17.72,3207.3,3.35,0
2026-04-26 08:04:07,269.93,179.5,17.95,9.42,17.21,3197.1,3.15,0
2026-04-26 08:04:08,269.97,179.84,18.12,11.17,16.85,3199.1,3.21,0
2026-04-26 08:04:09,269.98,178.56,17.97,10.42,18.25,3210.9,3.39,0
2026-04-26 08:04:10,269.95,179.45,17.95,10.91,19.48,3207.2,3.36,0
2026-04-26 08:04:11,269.98,180.48,18.05,9.09,16.82,3191.6,3.15,0
2026-04-26 08:04:12,270.03,181.31,17.89,8.88,17.53,3201.9,3.23,0
2026-04-26 08:04:13,270.06,178.92,18.1,9.3,18.16,3200.0,3.19,0
2026-04-26 08:04:14,270.02,179.64,17.89,8.54,17.95,3204.1,3.28,0
2026-04-26 08:04:15,270.01,179.85,17.89,10.91,19.56,3196.3,3.26,0
2026-04-26 08:04:16,270.04,178.62,17.91,9.94,17.62,3195.8,3.0,0
2026-04-26 08:04:17,270.02,180.6,18.08,9.4,18.07,3196.6,3.31,0
2026-04-26 08:04:18,270.03,179.29,17.94,10.11,18.58,3197.1,3.02,0
2026-04-26 08:04:19,270.05,179.83,17.87,10.26,18.98,3204.1,3.21,0
2026-04-26 08:04:20,270.03,179.56,17.94,10.07,17.83,3194.1,3.16,0
2026-04-26 08:04:21,270.02,179.22,18.0,10.48,17.68,3196.9,3.24,0
2026-04-26 08:04:22,269.94,179.96,17.88,9.5,19.08,3191.1,2.88,0
2026-04-26 08:04:23,269.92,179.74,17.88,9.76,18.22,3205.0,3.2,0
2026-04-26 08:04:24,269.91,179.58,18.21,10.67,18.03,3206.4,3.36,0
2026-04-26 08:04:25,269.88,179.21,17.91,10.34,17.39,3198.4,3.41,0
2026-04-26 08:04:26,269.92,180.28,17.97,9.99,16.53,3198.5,3.3,0
2026-04-26 08:04:27,269.89,181.6,17.96,11.18,18.79,3202.3,3.23,0
2026-04-26 08:04:28,269.87,180.08,17.96,10.08,16.56,3207.4,3.11,0
2026-04-26 08:04:29,269.88,180.94,18.06,9.63,18.12,3202.0,3.26,0
2026-04-26 08:04:30,269.91,178.57,18.09,10.07,17.63,3196.5,3.17,0
2026-04-26 08:04:31,269.88,180.1,17.97,9.34,19.31,3191.9,3.01,0
2026-04-26 08:04:32,269.91,178.86,17.88,10.02,16.2,3194.4,3.01,0
2026-04-26 08:04:33,269.91,178.48,18.13,9.6,17.3,3200.4,3.23,0
2026-04-26 08:04:34,269.88,179.2,17.99,9.67,17.69,3196.7,3.05,0
2026-04-26 08:04:35,269.89,181.14,18.17,10.98,17.9,3201.0,3.41,0
2026-04-26 08:04:36,269.9,180.9,17.78,9.69,17.39,3197.2,3.3,0
2026-04-26 08:04:37,269.88,180.19,18.02,9.39,17.62,3194.7,3.17,0
2026-04-26 08:04:38,269.89,178.41,18.19,10.35,16.64,3194.1,3.1,0
2026-04-26 08:04:39,269.88,179.74,17.96,9.79,18.75,3207.8,3.3,0
2026-04-26 08:04:40,269.88,180.24,17.98,9.83,16.41,3204.4,3.29,0
2026-04-26 08:04:41,269.9,180.12,18.03,10.63,18.5,3208.7,3.54,0
2026-04-26 08:04:42,269.94,178.12,17.94,10.58,17.68,3202.7,3.34,0
2026-04-26 08:04:43,269.9,179.06,17.97,10.52,18.68,3197.9,3.18,0
2026-04-26 08:04:44,269.96,179.91,17.97,9.89,19.8,3206.6,3.43,0
2026-04-26 08:04:45,269.91,180.49,17.94,10.29,17.73,3199.8,3.26,0
2026-04-26 08:04:46,269.91,177.76,18.12,9.81,19.18,3201.1,3.27,0
2026-04-26 08:04:47,269.92,179.8,18.05,9.69,17.73,3199.8,3.3,0
2026-04-26 08:04:48,269.93,180.11,18.03,10.01,16.34,3185.3,2.96,0
2026-04-26 08:04:49,269.91,180.81,18.08,10.05,19.88,3208.0,3.45,0
2026-04-26 08:04:50,269.91,180.65,17.97,10.24,18.56,3202.5,3.27,0
2026-04-26 08:04:51,269.89,180.53,17.92,10.14,18.1,3201.6,3.21,0
2026-04-26 08:04:52,269.88,179.14,17.94,9.45,18.53,3199.7,3.15,0
2026-04-26 08:04:53,269.9,178.04,18.0,10.52,18.27,3200.8,3.15,0
2026-04-26 08:04:54,269.91,179.56,17.89,10.16,17.77,3197.0,2.98,0
2026-04-26 08:04:55,269.89,180.95,17.95,9.13,17.12,3203.1,3.18,0
2026-04-26 08:04:56,269.91,181.35,17.95,9.88,17.39,3193.5,2.98,0
2026-04-26 08:04:57,269.92,180.67,18.21,9.65,18.55,3200.9,3.17,0
2026-04-26 08:04:58,269.94,180.4,17.72,10.66,18.07,3202.8,3.42,0
2026-04-26 08:04:59,269.96,180.36,17.98,9.24,18.66,3199.0,3.17,0
2026-04-26 08:05:00,269.94,179.41,18.17,9.9,18.42,3201.9,3.26,0
2026-04-26 08:05:01,269.92,179.83,18.01,9.98,17.0,3195.0,3.13,0
2026-04-26 08:05:02,269.94,181.64,18.08,9.83,16.65,3195.2,3.27,0
2026-04-26 08:05:03,269.96,179.04,18.01,10.43,17.95,3201.2,3.17,0
2026-04-26 08:05:04,269.96,181.59,17.93,9.38,17.78,3203.4,3.25,0
2026-04-26 08:05:05,269.96,179.66,17.78,10.45,17.71,3190.6,3.0,0
2026-04-26 08:05:06,269.99,181.32,18.02,10.37,17.58,3202.6,3.37,0
2026-04-26 08:05:07,269.98,178.58,17.92,10.57,17.34,3197.3,3.28,0
2026-04-26 08:05:08,269.99,180.58,17.92,10.4,18.78,3199.0,3.23,0
2026-04-26 08:05:09,269.99,179.26,17.95,9.73,17.72,3193.3,3.19,0
2026-04-26 08:05:10,269.98,178.57,18.17,9.19,17.18,3195.7,3.13,0
2026-04-26 08:05:11,270.01,180.22,18.24,9.91,18.3,3204.8,3.28,0
2026-04-26 08:05:12,270.03,181.02,18.02,10.8,19.11,3200.2,3.32,0
